TrialNo,TableDim,Distance,Bounces,Velocity,RunUpD,Start_x,Start_y,V_theta,Occl_x,Occl_y,Occl_theta,End_x,End_y,Sim_theta,Prebounces
230,1200x900,800,0,600,400,1107.03082901,420.873747161,0.215946332725,880.80995692,506.496789357,2.92564632086,99,678,6.06723897445,1
231,1200x900,800,0,600,400,1119.92926067,66.9560612207,0.57345384008,923.361736503,283.753692834,2.56813881351,251,718,5.7097314671,1
232,1200x900,800,0,600,400,1178.86100035,72.9900010526,0.373641753025,829.175803299,218.847330702,2.76795090056,84,511,5.90954355415,1
233,1200x900,800,0,600,400,1016.70215728,775.613351778,6.22013240944,962.809464759,750.434105636,3.20464555133,164,700,0.0630528977411,1
234,1200x900,800,0,600,400,1122.18966466,531.154516831,6.12658391221,862.60553762,468.832062726,3.29819404856,72,344,0.15660139497,1
235,1200x900,800,0,600,400,1155.89290787,116.060589845,0.45739922267,864.122142374,292.530413426,2.68419343092,146,646,5.82578608451,1
236,1200x900,800,0,600,400,1043.10128703,105.375945571,0.205292348989,945.592744594,186.835755696,2.9363003046,162,350,6.07789295819,1
237,1200x900,800,0,600,400,984.604225676,636.01544445,6.15364376769,997.693625802,584.395301448,3.27113419308,204,481,0.129541539491,1
238,1200x900,800,0,600,400,1050.40772106,567.080820002,6.04418237698,939.648228277,472.481906942,3.38059558379,162,283,0.239002930197,1
239,1200x900,800,0,600,400,1152.38714815,682.643473186,5.8973107179,855.546282456,532.246196615,3.52746724287,114,231,0.385874589284,1
240,1200x900,800,0,600,400,1019.78385715,39.500366061,0.539549678586,1016.69527272,244.794744163,2.602042975,330,656,5.74363562859,1
241,1200x900,800,0,600,400,1160.13804686,728.900887512,5.85166663783,856.028622893,561.767891971,3.57311132294,129,227,0.431518669347,1
242,1200x900,800,0,600,400,1079.81580342,245.673759278,0.169414439515,905.941205012,313.048397439,2.97217821407,117,448,6.11377086766,1
243,1200x900,800,0,600,400,1073.54453748,482.682474541,6.15728423055,908.064772332,432.505210519,3.26749373022,114,332,0.125901076634,1
244,1200x900,800,0,600,400,998.286857337,21.9525102886,0.151451229226,985.237955522,82.2413243625,2.99014142436,194,203,6.13173407795,1
245,1200x900,800,0,600,400,1056.84721131,858.340760087,5.73697739186,979.942169736,650.768286978,3.68780056891,296,235,0.546207915318,1
246,1200x900,800,0,600,400,993.529686095,569.934139078,6.15623278489,989.95865765,519.340070765,3.26854517588,196,418,0.126952522291,1
247,1200x900,800,0,600,400,1109.29573232,882.410757366,5.89121615399,899.696557778,729.759975163,3.53356180678,160,424,0.391969153192,1
248,1200x900,800,0,600,400,1098.44251494,882.133704117,2.56263866065,763.963157468,677.937812522,3.72054664653,94,240,0.578953992936,1
249,1200x900,800,0,600,400,1070.9406157,517.716322609,6.10582666485,913.844238338,447.21478718,3.31895129592,126,306,0.177358642331,1
250,1200x900,800,0,600,400,1028.44918446,808.624454933,5.79707871772,997.68046844,621.93651144,3.62769924305,290,248,0.48610658946,1
251,1200x900,800,0,600,400,1153.65839634,731.161266513,5.96170885063,847.395459785,604.900564764,3.46306911014,88,352,0.321476456553,1
252,1200x900,800,0,600,400,1138.20555165,127.320535046,3.84624320509,833.77510295,154.526776176,2.43694210209,224,673,5.57853475568,1
253,1200x900,800,0,600,400,1069.31782094,821.125537598,5.94588795019,932.299475342,688.882733578,3.47889001058,177,424,0.337297356993,1
254,1200x900,800,0,600,400,1175.55463124,34.492025076,0.474720620416,847.892134536,217.145180726,2.66687203317,136,583,5.80846468676,1
255,1200x900,800,0,600,400,1181.41860132,238.399537319,0.402986176051,829.283171481,395.109491392,2.73860647754,93,709,5.88019913113,1
256,1200x900,800,0,600,400,998.443411004,814.813226963,6.15045153838,985.359520855,761.928422385,3.27432642239,192,656,0.132733768801,1
257,1200x900,800,0,600,400,1169.1827193,669.51146643,5.89832871577,838.852566153,519.491148109,3.52644924499,97,219,0.384856591405,1
258,1200x900,800,0,600,400,1044.05533372,132.333825419,3.84127604867,738.342907592,148.562008073,2.44190925851,126,664,5.5835019121,1
259,1200x900,800,0,600,400,1150.16306846,716.06070973,5.82009254332,872.098020156,537.55249339,3.60468541745,156,180,0.463092763861,1
260,1200x900,800,0,600,400,1154.18372259,77.0065658939,3.6449118243,804.13954297,138.938474743,2.63827348288,103,525,5.77986613647,1
261,1200x900,800,0,600,400,1093.84679501,733.921168222,6.265750117,886.278347942,726.954419204,3.15902784377,86,713,0.0174351901799,1
262,1200x900,800,0,600,400,1022.54136019,177.068130016,0.256065756178,970.302088832,278.277442721,2.88552689741,196,481,6.027119551,1
263,1200x900,800,0,600,400,1134.68659903,695.958422072,6.03054083646,856.991127542,596.072267522,3.39423712431,82,396,0.252644470724,1
264,1200x900,800,0,600,400,1133.8647085,114.698482189,3.81790330689,822.221760567,159.013619312,2.46528200028,198,660,5.60687465387,1
265,1200x900,800,0,600,400,1070.52996632,878.364711271,5.83003069549,948.616009664,703.418262418,3.59474726528,229,353,0.453154611688,1
266,1200x900,800,0,600,400,1177.58990101,835.773450996,5.82315208467,843.188613469,658.359891814,3.6016258761,126,303,0.460033222506,1
267,1200x900,800,0,600,400,1036.17689666,592.673947462,0.0603082615274,943.944879133,616.758522957,3.08128439206,145,665,6.22287704565,1
268,1200x900,800,0,600,400,1033.81961741,315.959358368,0.0700912444385,946.43470921,343.944892031,3.07150140915,148,400,6.21309406274,1
269,1200x900,800,0,600,400,1027.15534262,440.491427785,6.16164342685,954.495348254,392.042782333,3.26313453392,160,295,0.12154188033,1
270,1200x900,800,0,600,400,1035.32995208,753.690936747,5.99965947155,960.444095678,641.90585481,3.42511848922,192,418,0.283525835627,1
271,1200x900,800,0,600,400,1128.49117692,125.615971189,0.196583748428,858.983945322,203.665852783,2.94500890516,74,360,6.08660155875,1
272,1200x900,800,0,600,400,1146.05499054,860.169370486,2.4789661564,831.01867869,673.397793602,3.80421915078,200,181,0.662626497195,1
273,1200x900,800,0,600,400,1188.89547764,819.676192008,2.56945633955,852.933283589,742.360076424,3.71372896763,180,309,0.572136314036,1
274,1200x900,800,0,600,400,1134.82601081,14.4359630026,0.413849363527,878.829943569,175.129787323,2.72774329006,146,497,5.86933594365,1
275,1200x900,800,0,600,400,1171.97211617,16.6312557731,2.63963728291,821.665401482,208.895047601,2.63963728291,120,594,5.7812299365,0
276,1200x900,800,0,600,400,1002.51057423,704.485906467,5.86485177373,1012.3792599,542.153099613,3.55992618704,281,217,0.418333533449,1
277,1200x900,800,0,600,400,1173.76378281,859.652216958,2.60895336582,829.520443136,716.450142695,3.67423194136,140,310,0.532639287774,1
278,1200x900,800,0,600,400,994.381773888,316.22301547,0.335224117446,1006.84701705,447.683751318,2.80636853614,251,711,5.94796118973,1
279,1200x900,800,0,600,400,1139.69286642,768.841146668,2.40348623838,844.091141905,740.579835937,3.8796990688,252,202,0.738106415206,1
280,1200x900,800,0,600,400,1163.3613218,751.146877207,5.8995553142,846.220589955,601.580967097,3.52522264657,104,302,0.38362999298,1
281,1200x900,800,0,600,400,1085.59226522,401.348504379,0.175610803693,900.089855465,471.162452421,2.9659818499,112,611,6.10757450349,1
282,1200x900,800,0,600,400,1158.68581255,697.171130252,5.89773554042,850.674191707,546.931143878,3.52704242035,109,246,0.385449766761,1
283,1200x900,800,0,600,400,1092.62097396,171.700599541,0.0769922102498,888.028865912,202.436299894,3.06460044334,90,264,6.20619309693,1
284,1200x900,800,0,600,400,1055.64075397,451.709990422,6.15053833178,928.368711755,398.859563612,3.27423962899,135,293,0.132646975396,1
285,1200x900,800,0,600,400,1046.062061,884.004215228,5.86437903912,968.225467059,721.498811557,3.56039892165,237,396,0.418806268058,1
286,1200x900,800,0,600,400,1154.38156185,812.06520511,5.91307206947,851.202027457,667.521491808,3.5117058913,105,378,0.370113237708,1
287,1200x900,800,0,600,400,1145.02536466,121.296129995,0.380537843169,863.143389382,269.715518707,2.76105481042,120,567,5.90264746401,1
288,1200x900,800,0,600,400,1010.156784,706.621448064,6.14977201295,973.287356635,653.467505859,3.27500594782,180,547,0.133413294234,1
289,1200x900,800,1,600,400,1163.49489186,176.240181673,0.846686780426,951.239928127,475.576392429,2.29490587316,421,703,0.846686780426,1
290,1200x900,800,1,600,400,442.152659846,255.22828925,0.294028060302,824.603534917,371.036268929,0.294028060302,789,603,5.98915724688,0
291,1200x900,800,1,600,400,784.054395979,158.707443911,0.462377405041,1141.69420688,336.959865088,0.462377405041,522,694,5.82080790214,0
292,1200x900,800,1,600,400,834.68888719,273.788747947,2.24239815737,586.041487755,586.60599612,2.24239815737,88,565,0.899194496224,0
293,1200x900,800,1,600,400,623.158377065,501.49993797,6.19515504035,1021.21106096,466.368458626,6.19515504035,561,396,0.0880302668298,0
294,1200x900,800,1,600,400,976.277268997,528.066378695,2.20834948912,738.422938421,849.166795117,2.20834948912,262,287,0.933243164465,0
