TrialNo,TableDim,Distance,Bounces,Velocity,RunUpD,Start_x,Start_y,V_theta,Occl_x,Occl_y,Occl_theta,End_x,End_y,Sim_theta,Prebounces
23,1200x900,600,0,600,400,1095.08242761,678.385659332,6.06609856585,894.893968977,592.446781258,3.35867939492,308,463,0.21708674133,1
24,1200x900,600,0,600,400,1074.64865688,51.1896067947,0.508434529194,954.978106752,245.426953684,2.6331581244,430,538,5.77475077799,1
25,1200x900,600,0,600,400,1116.21369207,445.902480103,6.24026965495,863.446638099,428.784390542,3.18450830582,263,403,0.0429156522302,1
26,1200x900,600,0,600,400,962.638385883,261.226540214,2.67396101667,606.475669916,441.085150668,2.67396101667,70,712,5.81555367026,0
27,1200x900,600,0,600,400,1173.43970035,870.050834663,2.49882473715,854.064259908,669.247384223,3.78436057003,373,309,0.642767916437,1
28,1200x900,600,0,600,400,1060.98937479,223.055235292,0.188051156228,926.404626353,297.64619641,2.95354149736,336,410,6.09513415095,1
29,1200x900,600,0,600,400,997.053228099,612.568986437,6.20353211912,984.094446397,580.820960849,3.22124584165,385,533,0.079653188061,1
30,1200x900,600,0,600,400,1072.4945072,613.423417846,3.40505338082,687.262198828,509.514474125,3.40505338082,107,353,0.263460727225,0
31,1200x900,600,0,600,400,1014.99997527,338.275828544,6.28290947863,965.999977138,338.165772955,3.14186848214,365,338,0.00027582854702,1
32,1200x900,600,0,600,400,880.176590545,146.283145735,3.89673120199,589.634130918,151.080872675,2.38645410519,152,563,5.52804675878,1
33,1200x900,600,0,600,400,1181.67857136,507.442153018,0.0255606302133,798.803680271,517.639733964,3.11603202338,198,533,6.25762467697,1
34,1200x900,600,0,600,400,1033.23080588,73.3480607071,0.169461857244,953.391076738,140.640184485,2.97213079635,361,242,6.11372344994,1
35,1200x900,600,0,600,400,1015.06689436,608.563359407,6.22959630214,966.137236173,587.191579004,3.19518165863,366,555,0.0535890050433,1
36,1200x900,600,0,600,400,1069.45311779,14.924664435,3.48547421011,693.813323793,143.376500331,2.79771109707,128,346,5.93930375066,1
37,1200x900,600,0,600,400,1146.48842333,177.398904006,0.227559994609,843.506077213,267.413741308,2.91403265898,258,403,6.05562531257,1
38,1200x900,600,0,600,400,829.170198779,100.632081154,3.92406842951,546.211289466,204.272567879,2.35911687767,120,628,5.50070953126,1
39,1200x900,600,0,600,400,1170.0100816,888.965432212,3.42535075487,786.966059039,777.259224759,3.42535075487,210,609,0.283758101285,0
40,1200x900,600,0,600,400,1140.68178079,581.051923469,3.2096972123,742.606750252,553.899206005,3.2096972123,143,513,0.0681045587061,0
41,1200x900,600,0,600,400,1011.79457765,369.311366789,0.0827831536736,968.941834111,402.30413144,3.05880949992,370,452,6.20040215351,1
42,1200x900,600,0,600,400,1127.18454314,31.3014375573,2.67740276152,770.404910426,209.933163972,2.67740276152,233,479,5.81899541511,0
43,1200x900,600,0,600,400,1135.28861303,90.8882425882,3.68046361678,792.83145643,137.586465022,2.6027216904,277,446,5.74431434399,1
44,1200x900,600,0,600,400,1102.29082869,320.288085672,0.235893582599,889.355839078,413.539139489,2.90569907099,305,554,6.04729172458,1
45,1200x900,600,0,600,400,1087.90130484,82.4847331483,0.637906898843,969.809738243,320.095324622,2.50368575475,487,678,5.64527840834,1
46,1200x900,600,0,600,400,1186.77672006,376.194455626,6.26198926446,793.86499875,367.737867831,3.16278869631,193,355,0.0211960427228,1
47,1200x900,600,0,600,400,1131.97455245,169.519443437,0.335753359049,870.441578617,300.982185505,2.80583929454,303,499,5.94743194813,1
48,1200x900,600,0,600,400,1118.14598955,297.478885422,0.354926145182,886.540966649,436.139810139,2.78666650841,323,645,5.928259162,1
49,1200x900,600,0,600,400,1105.976503,457.703619437,3.21937468008,708.182878301,426.699875281,3.21937468008,109,380,0.0777820264905,0
50,1200x900,600,0,600,400,946.895108775,92.3073215831,2.62985541097,599.008960373,287.694700271,2.62985541097,75,582,5.77144806456,0
51,1200x900,600,0,600,400,1109.50628776,104.002617618,0.0770736671487,871.215808264,134.724573189,3.06451898644,272,181,6.20611164003,1
52,1200x900,600,0,600,400,1154.98087252,366.274065755,3.32082479283,762.372504383,295.142713519,3.32082479283,171,188,0.17923213924,0
53,1200x900,600,0,600,400,1070.78504733,637.495584338,3.60667408414,714.164813445,458.545846187,3.60667408414,177,189,0.465081430547,0
54,1200x900,600,0,600,400,1038.81594428,64.4449148128,0.52308510837,994.635556004,263.767393803,2.61850754522,474,564,5.76010019881,1
55,1200x900,600,0,600,400,1171.72637141,222.657856736,0.0824354780781,809.959075952,255.512371898,3.05915717551,211,305,6.2007498291,1
56,1200x900,600,0,600,400,1101.28479128,793.07301552,3.44845916313,720.924159562,672.545882328,3.44845916313,148,491,0.306866509537,0
57,1200x900,600,0,600,400,1031.62589799,621.075832341,6.16986711041,951.145402772,575.958575237,3.25491085036,354,508,0.113318196765,1
58,1200x900,600,0,600,400,1083.83534863,50.2573310594,3.89284397273,792.232044527,244.785164748,2.39034133445,353,655,5.53193398804,1
59,1200x900,600,0,600,400,988.700908528,723.62365845,6.25155637545,991.699408069,711.005818728,3.17322158532,391,692,0.031628931727,1
60,1200x900,600,0,600,400,1172.05558897,751.793320853,5.71418122051,871.305228569,536.814785832,3.71059674026,365,213,0.569004086669,1
61,1200x900,600,0,600,400,895.989894638,133.937366744,4.03855074868,647.017926677,200.359121593,2.2446345585,272,670,5.38622721209,1
62,1200x900,600,0,600,400,1034.86116237,366.059597193,6.26312436445,945.879070408,358.055817913,3.16165359631,345,346,0.0200609427246,1
63,1200x900,600,0,600,400,1068.42007164,227.109700072,6.24406563008,911.540188728,211.504929743,3.18071233069,311,188,0.0391196771022,1
64,1200x900,600,0,600,400,1042.45399123,678.9210061,3.48842555434,667.212848727,543.292524666,3.48842555434,102,339,0.346832900755,0
65,1200x900,600,0,600,400,1128.55270211,105.50660896,3.95565189755,854.618173965,208.024894858,2.32753340963,442,645,5.46912606322,1
66,1200x900,600,0,600,400,1146.62418127,802.156816011,3.2711112801,750.966132943,750.623246422,3.2711112801,155,673,0.129518626511,0
67,1200x900,600,0,600,400,1118.20771359,547.204461627,6.04163886293,872.552501019,451.761881438,3.38313909784,289,308,0.241546444254,1
68,1200x900,600,0,600,400,1118.81289978,66.5986814077,2.83647927553,738.241552768,186.458807526,2.83647927553,165,367,5.97807192912,0
69,1200x900,600,0,600,400,1114.57912216,877.769083435,3.79736186357,798.340052419,634.471219144,3.79736186357,322,268,0.655769209979,0
70,1200x900,600,0,600,400,1070.6165979,734.718315819,6.25146167057,909.697605431,722.062707807,3.1733162902,309,703,0.0317236366054,1
71,1200x900,600,0,600,400,995.019791517,878.708556445,3.82405859166,685.387894702,627.055842424,3.82405859166,219,248,0.682465938067,0
72,1200x900,600,0,600,400,1156.39978649,480.450319694,3.08501279011,758.038271679,503.013642136,3.08501279011,158,537,6.2266054437,0
73,1200x900,600,1,600,400,467.824124046,186.410201871,1.95392498556,318.668298552,556.482545773,1.95392498556,94,665,1.18766766803,0
74,1200x900,600,1,600,400,390.944944603,627.128564043,4.43281630094,280.842911707,243.620360282,4.43281630094,115,358,4.99196165983,0
75,1200x900,600,1,600,400,744.990412116,544.797062469,0.0132033211449,1143.95563425,550.065034544,0.0132033211449,635,558,6.26998198603,0
76,1200x900,600,1,600,400,1074.7856659,261.486720254,2.01283787016,904.099185208,622.13492184,2.01283787016,647,614,1.12875478343,0
77,1200x900,600,1,600,400,653.25970769,849.682471241,5.95250931531,1030.64311539,720.134165216,5.95250931531,780,525,0.33067599187,0
78,1200x900,600,1,600,400,1136.32555923,126.488096392,1.8248458561,1036.04666109,512.681237954,1.8248458561,885,684,1.31674679749,0
79,1200x900,600,1,600,400,821.808314269,853.358046744,5.68352988595,1151.19483603,628.179186093,5.68352988595,731,289,0.599655421225,0
80,1200x900,600,1,600,400,1151.51659349,563.866221594,0.913068448753,983.403507634,879.628145278,2.22852420484,616,423,0.913068448753,1
81,1200x900,600,1,600,400,684.014785562,274.626024113,6.23353889111,1082.52316561,254.825240492,6.23353889111,696,225,0.0496464160715,0
82,1200x900,600,1,600,400,928.434517244,382.235188925,3.75021838519,601.081144864,154.110728178,3.75021838519,108,213,5.67455957558,0
83,1200x900,600,1,600,400,889.341283713,143.069491257,5.52502084695,1179.05491705,154.758518197,0.758164460227,763,568,5.52502084695,1
84,1200x900,600,1,600,400,692.531344114,675.644435648,4.1317822489,473.667337813,342.028568601,4.1317822489,144,184,5.29299571187,0
85,1200x900,600,1,600,400,688.322353767,464.988579826,1.82794328027,586.847734614,850.869263027,1.82794328027,434,347,1.31364937332,0
86,1200x900,600,1,600,400,821.75137836,888.752507188,0.525627641609,1166.8900448,689.555367555,5.75755766557,692,388,0.525627641609,1
87,1200x900,600,1,600,400,982.026616874,514.203017602,2.42041187341,682.366996741,777.651517431,2.42041187341,231,604,0.721180780175,0
88,1200x900,600,1,600,400,779.157352247,420.355632444,2.20577128316,542.487568701,741.585166509,2.20577128316,186,554,0.935821370431,0
89,1200x900,600,1,600,400,553.666131788,75.7385953214,5.85167394862,916.091665329,114.635296525,0.431511358556,917,366,5.85167394862,1
90,1200x900,600,1,600,400,801.890900617,518.633958869,4.46807482883,705.376431271,131.482880855,4.46807482883,560,474,4.95670313194,0
91,1200x900,600,1,600,400,1068.85378957,698.423570984,0.466938994242,953.6631884,878.035444816,2.67465365935,417,630,0.466938994242,1
92,1200x900,600,1,600,400,954.032870068,229.300162665,1.90713472285,822.349754911,605.943969441,1.90713472285,624,605,1.23445793074,0
93,1200x900,600,1,600,400,864.696951813,551.00823179,2.38284317068,575.143868039,825.526012047,2.38284317068,139,540,0.758749482907,0
94,1200x900,600,1,600,400,678.456313248,717.005767183,6.04596080574,1066.28190967,623.238466077,6.04596080574,729,482,0.237224501443,0
95,1200x900,600,1,600,400,794.120559911,804.07923443,0.581634251652,1127.5113637,755.18350709,5.70155105553,749,425,0.581634251652,1
96,1200x900,600,1,600,400,886.911356983,429.48650096,2.04194640285,705.800725547,785.014192119,2.04194640285,433,458,1.09964625074,0
97,1200x900,600,1,600,400,1111.01371598,274.148852072,1.03881105046,1064.85439784,618.007749323,2.10278160313,760,643,1.03881105046,1
98,1200x900,600,1,600,400,754.996419435,537.421917504,6.27576332153,1153.98542985,534.46057242,6.27576332153,625,530,0.00742198564496,0
99,1200x900,600,1,600,400,571.813026088,324.758030724,0.0823349631696,969.461370216,357.572576465,0.0823349631696,811,407,6.20085034401,0
100,1200x900,600,1,600,400,846.196006274,431.926897891,4.30828398012,689.31079977,65.0644822898,4.30828398012,453,511,5.11649398065,0
101,1200x900,600,1,600,400,986.942282775,228.160498421,2.0330230692,809.011311948,585.290124216,2.0330230692,541,656,1.10856958439,0
102,1200x900,600,1,600,400,600.249412144,206.734282078,0.407446015269,966.585625364,364.844303529,0.407446015269,861,603,5.87573929191,0
103,1200x900,600,1,600,400,1067.21729241,324.968651206,5.61306357251,999.031384794,77.1571723237,3.81171438826,528,320,5.61306357251,1
104,1200x900,600,1,600,400,829.171590396,269.668534698,1.96185955603,677.084125828,638.545754273,1.96185955603,448,584,1.17973309756,0
105,1200x900,600,1,600,400,770.587686736,368.228962994,1.81685957755,673.396199729,755.210635497,1.81685957755,527,440,1.32473307604,0
106,1200x900,600,1,600,400,918.617040175,117.653387006,5.42910870763,1180.72612557,205.867250126,0.854076599548,803,659,5.42910870763,1
107,1200x900,600,1,600,400,681.231839915,105.446460886,0.609617056367,1008.35890606,333.895322993,0.609617056367,878,678,5.67356825081,0
108,1200x900,600,1,600,400,553.206947865,145.918158558,0.0932167819623,950.474673771,183.057813293,0.0932167819623,830,239,6.18996852522,0
109,1200x900,600,1,600,400,706.699710358,781.831438345,6.08913837886,1098.2112374,704.891694445,6.08913837886,691,589,0.194046928315,0
110,1200x900,600,1,600,400,1142.85897645,340.417285411,1.09311303682,1052.29353991,694.754163042,2.04847961677,776,550,1.09311303682,1
111,1200x900,600,1,600,400,644.2320613,54.9455441745,5.6602800287,968.29465645,201.378253579,0.622905278478,922,552,5.6602800287,1
112,1200x900,600,1,600,400,1186.38090798,396.80719251,4.18256564252,984.733925693,52.511542615,4.18256564252,681,490,5.24221231825,0
113,1200x900,600,1,600,400,579.276087789,226.57165567,0.444967277431,939.423363278,398.312565057,0.444967277431,897,657,5.83821802975,0
114,1200x900,600,1,600,400,441.049836498,115.388772636,1.83179945611,338.087951735,500.875283796,1.83179945611,183,697,1.30979319748,0
115,1200x900,600,1,600,400,803.135902347,681.850142608,4.45129676707,700.139677311,296.372805235,4.45129676707,545,307,4.9734811937,0
116,1200x900,600,1,600,400,1089.04307951,680.944156409,4.38450223337,960.547890786,303.200875232,4.38450223337,767,289,5.0402757274,0
117,1200x900,600,1,600,400,1004.98030916,522.906803326,4.4140004696,887.682165805,141.538024366,4.4140004696,711,456,5.01077749117,0
118,1200x900,600,1,600,400,743.34853158,358.105849687,2.15717530961,522.562467479,690.452827857,2.15717530961,190,588,0.984417343975,0
119,1200x900,600,1,600,400,905.682590467,540.044978731,2.40042776928,611.347236871,809.428904798,2.40042776928,168,563,0.741164884305,0
120,1200x900,600,1,600,400,695.962048868,767.295900583,6.17065204168,1092.4382986,722.48983625,6.17065204168,690,655,0.112533265495,0
121,1200x900,600,1,600,400,503.454949198,230.158390918,0.134244462028,898.865041047,283.561192942,0.134244462028,884,364,6.14894084515,0
122,1200x900,600,1,600,400,604.200611138,424.095160827,0.288907151501,986.664377607,537.772191657,0.288907151501,817,709,5.99427815568,0
123,1200x900,600,1,600,400,1178.95694696,557.369172235,5.16588406218,1024.30411439,198.699547367,4.25889389859,761,365,5.16588406218,1
124,1200x900,600,1,600,400,821.961744891,435.358734031,4.21519431237,631.65400868,84.6680362104,4.21519431237,345,467,5.2095836484,0
125,1200x900,600,1,600,400,634.69893142,421.39052126,0.109830152946,1031.29484835,465.124703277,0.109830152946,750,531,6.17335515423,0
126,1200x900,600,1,600,400,539.876605874,218.520204967,0.135897706309,935.197869516,272.576643185,0.135897706309,849,354,6.14728760087,0
127,1200x900,600,1,600,400,959.08610094,327.786655239,2.27849406953,699.701746665,630.971016242,2.27849406953,309,691,0.86309858406,0
128,1200x900,600,1,600,400,1136.01329004,578.361372701,5.33372762048,1010.8566021,253.934500346,4.09105034029,661,258,5.33372762048,1
129,1200x900,600,1,600,400,1171.83035003,478.249412432,5.06738782065,1067.90115597,104.128302552,4.35739014012,859,482,5.06738782065,1
130,1200x900,600,1,600,400,643.573893154,319.936075215,0.108275362821,1040.23732817,363.053581204,0.108275362821,741,428,6.17490994436,0
131,1200x900,600,1,600,400,870.316315434,470.473956631,1.9169863248,734.929105576,845.802217499,1.9169863248,531,367,1.22460632879,0
132,1200x900,600,1,600,400,650.914431813,786.107705414,4.38885999606,524.066573519,407.808061155,4.38885999606,333,185,5.03591796471,0
133,1200x900,600,1,600,400,718.297659163,300.517861468,1.95335743308,569.351893157,670.674799521,1.95335743308,345,551,1.18823522051,0
134,1200x900,600,1,600,400,581.246253677,794.489718959,4.42729644404,469.02899846,411.595102085,4.42729644404,300,188,4.99748151673,0
135,1200x900,600,1,600,400,637.039976275,749.643831539,6.10154429458,1029.47585907,677.566942755,6.10154429458,759,569,0.181641012598,0
136,1200x900,600,1,600,400,751.393858045,690.48932636,4.20328637059,556.923708685,342.08961194,4.20328637059,264,205,5.22149159018,0
137,1200x900,600,1,600,400,595.997427197,475.726504691,0.101447414786,992.946017652,516.134629319,0.101447414786,789,577,6.18173789239,0
138,1200x900,600,1,600,400,1100.05781803,297.112799293,1.12187243743,1104.83177735,656.577745414,2.01972021616,844,580,1.12187243743,1
139,1200x900,600,1,600,400,1126.00101818,726.439790191,2.77624894143,753.334611925,868.990657079,2.77624894143,192,695,0.365343712157,0
140,1200x900,600,1,600,400,680.002767906,539.636448061,6.26654809161,1078.94754819,532.998505285,6.26654809161,700,523,0.0166372155726,0
141,1200x900,600,1,600,400,804.708693282,153.279372972,0.443076182973,1165.18010287,324.338903156,0.443076182973,671,582,5.84010912421,0
142,1200x900,600,1,600,400,845.755166085,475.657316088,2.16488663898,622.412854817,806.291875682,2.16488663898,286,474,0.976706014609,0
143,1200x900,600,1,600,400,1066.1969497,290.619602706,5.69886383446,980.286032345,70.5178127191,3.72591412631,479,284,5.69886383446,1
144,1200x900,600,1,600,400,690.847313347,126.855284181,0.24663762072,1077.77309815,224.269025793,0.24663762072,718,371,6.03654768646,0
145,1200x900,600,2,600,400,765.354697233,355.507074489,0.916263056876,1008.26152326,672.046604197,0.916263056876,1004,630,0.916263056876,0
146,1200x900,600,2,600,400,919.419243863,414.331928311,5.20183865207,1107.00520129,62.1778305395,5.20183865207,989,492,5.20183865207,0
147,1200x900,600,2,600,400,860.067614403,421.267008711,5.32742584382,1090.28607816,95.3828898189,5.32742584382,942,418,5.32742584382,0
148,1200x900,600,2,600,400,937.929044504,539.796043055,5.27483781171,1150.69954032,202.261280236,5.27483781171,907,330,5.27483781171,0
149,1200x900,600,2,600,400,812.999573418,471.878376056,5.45395336977,1082.50106645,177.650666192,5.45395336977,890,289,5.45395336977,0
150,1200x900,600,2,600,400,814.222172278,422.433533088,5.44332001198,1080.57985987,125.356805184,5.44332001198,897,345,5.44332001198,0
151,1200x900,600,2,600,400,893.744913944,345.446477573,0.853367941065,1156.06712058,646.092548403,0.853367941065,828,680,0.853367941065,0
152,1200x900,600,2,600,400,980.388147589,529.230315948,5.1532673216,1150.65500614,168.38381551,5.1532673216,971,399,5.1532673216,0
153,1200x900,600,2,600,400,917.56577502,271.258178328,1.13346262021,1086.5524976,632.705944392,1.13346262021,1037,601,1.13346262021,0
154,1200x900,600,2,600,400,977.751403008,457.552933428,5.1897001583,1161.04902551,103.147824006,5.1897001583,941,454,5.1897001583,0
155,1200x900,600,2,600,400,713.621806586,442.413087528,5.52425296919,1003.12468855,167.842365608,5.52425296919,940,269,5.52425296919,0
156,1200x900,600,2,600,400,540.916941632,205.328158962,5.89495320181,910.223260758,54.2856396065,5.89495320181,913,197,5.89495320181,0
157,1200x900,600,2,600,400,798.433436963,526.20039318,5.31117963593,1023.32737129,196.619267656,5.31117963593,1016,323,5.31117963593,0
158,1200x900,600,2,600,400,976.941682991,610.279592869,5.19343129365,1161.56035998,256.560856998,5.19343129365,939,300,5.19343129365,0
159,1200x900,600,2,600,400,1023.9104065,646.361471484,5.08346481832,1168.59509049,274.518302638,5.08346481832,992,309,5.08346481832,0
160,1200x900,600,2,600,400,915.744190897,372.261226059,0.928087725504,1154.89114735,691.650852095,0.928087725504,863,606,0.928087725504,0
161,1200x900,600,2,600,400,903.60775925,382.499536972,1.00481299011,1117.56994197,719.280154537,1.00481299011,939,553,1.00481299011,0
162,1200x900,600,2,600,400,894.700393728,517.002654718,5.40004505302,1147.95674231,208.681033833,5.40004505302,849,279,5.40004505302,0
163,1200x900,600,2,600,400,969.875542747,182.231885735,1.19985015105,1114.51201153,554.093811588,1.19985015105,1046,665,1.19985015105,0
164,1200x900,600,2,600,400,1049.33183174,715.626998371,4.99412958105,1160.26502083,332.358388178,4.99412958105,1051,268,4.99412958105,0
165,1200x900,600,2,600,400,655.844580302,639.493912822,0.625588897185,979.281328592,873.138236219,0.625588897185,912,554,0.625588897185,0
166,1200x900,600,2,600,400,829.321765793,505.564500189,5.42486326706,1090.15132901,203.622553864,5.42486326706,896,274,5.42486326706,0
167,1200x900,600,2,600,400,693.710855419,467.036700573,5.52863692455,984.41465733,193.737780789,5.52863692455,956,241,5.52863692455,0
168,1200x900,600,2,600,400,897.292867141,461.807193386,5.21318688727,1088.86298756,111.804494879,5.21318688727,1001,439,5.21318688727,0
169,1200x900,600,2,600,400,696.373695839,385.10102457,5.57378762147,999.116680373,125.201649205,5.57378762147,924,290,5.57378762147,0
170,1200x900,600,2,600,400,921.303840988,443.154067694,5.1916092308,1105.27771411,89.099532335,5.1916092308,996,468,5.1916092308,0
171,1200x900,600,2,600,400,927.436558419,663.799280433,5.28550370696,1143.79499398,328.553061424,5.28550370696,909,200,5.28550370696,0
172,1200x900,600,2,600,400,919.656159496,417.209008226,5.29100830982,1137.85670515,83.1588295422,5.29100830982,912,444,5.29100830982,0
173,1200x900,600,2,600,400,933.080328825,217.573928817,1.05028665931,1131.51195545,563.732692324,1.05028665931,948,693,1.05028665931,0
174,1200x900,600,2,600,400,961.999851751,475.163355448,5.14429921099,1129.02379537,112.804414263,5.14429921099,998,457,5.14429921099,0
175,1200x900,600,2,600,400,938.050968268,501.228983287,5.1377067236,1102.68245295,137.776821029,5.1377067236,1028,432,5.1377067236,0
176,1200x900,600,2,600,400,833.156910178,600.449811949,5.25038738719,1037.61176361,257.814126552,5.25038738719,1033,281,5.25038738719,0
177,1200x900,600,2,600,400,987.671227523,664.391825506,5.21182647717,1178.76502361,314.128837029,5.21182647717,912,236,5.21182647717,0
178,1200x900,600,2,600,400,966.957721701,339.07365328,1.1915597562,1114.67206691,709.723720352,1.1915597562,1041,510,1.1915597562,0
179,1200x900,600,2,600,400,743.599240411,490.839733112,0.756217026861,1033.84659915,764.62335341,0.756217026861,908,602,0.756217026861,0
180,1200x900,600,2,600,400,902.764064664,589.888937712,5.29066608461,1120.85027715,255.764104866,5.29066608461,929,270,5.29066608461,0
181,1200x900,600,2,600,400,856.596620156,663.374060064,5.24105921315,1057.8464594,318.846118955,5.24105921315,1018,223,5.24105921315,0
182,1200x900,600,2,600,400,949.836543873,503.679395478,5.23044533414,1147.41833815,157.034859146,5.23044533414,933,389,5.23044533414,0
183,1200x900,600,2,600,400,821.188207968,511.145155329,5.39372600485,1072.49121404,201.229361706,5.39372600485,927,289,5.39372600485,0
184,1200x900,600,2,600,400,1056.82025019,371.370641766,1.31347215071,1158.36325453,757.233335311,1.31347215071,1067,441,1.31347215071,0
185,1200x900,600,2,600,400,730.522030173,481.721242253,5.54769828542,1026.38215606,214.012845091,5.54769828542,907,212,5.54769828542,0
186,1200x900,600,2,600,400,911.492138399,709.001043349,5.2014797109,1098.95168114,356.779635942,5.2014797109,997,197,5.2014797109,0
187,1200x900,600,2,600,400,662.810205555,627.745654865,0.537000682739,1005.64970991,831.858550723,0.537000682739,857,639,0.537000682739,0
188,1200x900,600,2,600,400,762.606291616,527.494691466,5.50986055833,1048.12759185,248.785905972,5.50986055833,900,195,5.50986055833,0
189,1200x900,600,2,600,400,758.301563088,300.009676662,5.54419233419,1053.2213,31.265655746,5.54419233419,881,397,5.54419233419,0
190,1200x900,600,2,600,400,919.143638887,662.030559552,5.21548054072,1111.51603959,312.468176781,5.21548054072,977,238,5.21548054072,0
191,1200x900,600,2,600,400,731.63021999,355.234490185,5.46785000272,1005.19433375,64.7802327506,5.46785000272,962,396,5.46785000272,0
192,1200x900,600,2,600,400,1051.38667484,493.674157255,1.30489646945,1156.23494026,878.651872505,1.30489646945,1064,320,1.30489646945,0
193,1200x900,600,2,600,400,967.377977504,346.672704349,1.00432838793,1181.50333971,683.349595834,1.00432838793,874,588,1.00432838793,0
194,1200x900,600,2,600,400,726.730746482,441.656439405,5.56905983849,1028.24160431,180.328670862,5.56905983849,896,236,5.56905983849,0
195,1200x900,600,2,600,400,961.938759463,653.859894524,5.20704890507,1151.35697436,302.687942535,5.20704890507,942,249,5.20704890507,0
196,1200x900,600,2,600,400,821.393948487,476.899984229,5.26720033186,1031.58034888,137.750051172,5.26720033186,1030,397,5.26720033186,0
197,1200x900,600,2,600,400,536.201873717,151.520673152,5.93651137503,911.464572145,15.9518449931,5.93651137503,903,212,5.93651137503,0
198,1200x900,600,2,600,400,687.026805877,579.667508256,0.773771374734,972.423599083,858.503787151,0.773771374734,976,500,0.773771374734,0
199,1200x900,600,2,600,400,923.407354403,442.188756414,5.19428919506,1108.32941922,88.6285353154,5.19428919506,992,467,5.19428919506,0
200,1200x900,600,2,600,400,878.907301593,518.967107319,5.35975814315,1119.54019041,200.695505038,5.35975814315,897,302,5.35975814315,0
201,1200x900,600,2,600,400,771.196716269,359.849072968,5.35912625062,1011.62844361,41.4254801124,5.35912625062,1005,462,5.35912625062,0
202,1200x900,600,2,600,400,789.044299291,345.805317144,5.38506777435,1037.65459712,33.725327695,5.38506777435,966,460,5.38506777435,0
203,1200x900,600,2,600,400,823.143961049,389.053913273,0.905228855855,1069.52868977,702.893944905,0.905228855855,938,603,0.905228855855,0
204,1200x900,600,2,600,400,908.775192276,499.264690505,5.14234926745,1075.09223933,136.580751161,5.14234926745,1053,432,5.14234926745,0
205,1200x900,600,2,600,400,884.879989874,392.961721843,1.07851344233,1073.46292057,744.582936007,1.07851344233,1021,504,1.07851344233,0
206,1200x900,600,2,600,400,733.669211247,542.074210316,5.44708726328,1001.14416878,246.003024465,5.44708726328,975,223,5.44708726328,0
207,1200x900,600,2,600,400,715.890140322,353.65744705,5.68270907329,1045.09172148,128.208297655,5.68270907329,838,235,5.68270907329,0
208,1200x900,600,2,600,400,943.062291801,507.120191531,1.0591446948,1138.41988702,855.023065893,1.0591446948,946,399,1.0591446948,0
209,1200x900,600,2,600,400,754.198012869,414.708092683,0.81313347556,1028.40099357,704.559305165,0.81313347556,937,637,0.81313347556,0
210,1200x900,600,2,600,400,902.92629674,504.46460785,0.875238057927,1158.61113069,810.775341723,0.875238057927,835,506,0.875238057927,0
211,1200x900,600,2,600,400,826.50753148,441.637235802,5.31352066289,1052.17240715,112.583495681,5.31352066289,986,407,5.31352066289,0
212,1200x900,600,2,600,400,611.243683344,193.953586148,5.89722342597,980.891950867,43.7498634338,5.89722342597,841,206,5.89722342597,0
213,1200x900,600,2,600,400,925.522996877,523.188595693,5.39553708685,1177.38687342,213.728440438,5.39553708685,822,275,5.39553708685,0
214,1200x900,600,2,600,400,1072.51594974,683.522768497,4.97537006083,1176.24010608,298.240664848,4.97537006083,1046,305,4.97537006083,0
215,1200x900,600,2,600,400,604.952787301,632.304672082,0.582449000918,938.164881968,851.782916944,0.582449000918,939,596,0.582449000918,0
216,1200x900,600,2,600,400,941.662202713,649.345362541,5.13278338527,1104.50230139,285.087071953,5.13278338527,1029,286,5.13278338527,0
217,1200x900,800,0,600,400,1149.42796044,212.425444938,0.305194608122,848.41231141,332.496771773,2.83639804547,85,573,5.97799069906,1
218,1200x900,800,0,600,400,1104.0955367,669.157799235,6.05439638996,885.543001146,578.52925209,3.37038157081,106,397,0.22878891722,1
219,1200x900,800,0,600,400,1005.65202426,761.956574801,6.06482364727,983.393440493,675.391035392,3.3599543135,202,502,0.218361659911,1
220,1200x900,800,0,600,400,1082.6080104,533.598778582,0.138274561715,900.760418215,588.677385314,3.00331809188,108,699,6.14491074546,1
221,1200x900,800,0,600,400,1135.20783289,69.4417970735,0.384898612569,873.83993851,219.477678648,2.75669404102,132,520,5.89828669461,1
222,1200x900,800,0,600,400,1183.03027704,798.450267871,5.76683615636,848.04979229,601.16432867,3.65794180441,152,206,0.516349150816,1
223,1200x900,800,0,600,400,1003.81033692,85.7711497333,0.0878034845315,976.316659021,120.812356872,3.05378916906,179,191,6.19538182265,1
224,1200x900,800,0,600,400,1035.52964105,682.221743808,6.10878444462,949.25847376,612.88390312,3.31599351615,161,474,0.174400862558,1
225,1200x900,800,0,600,400,1054.03050239,69.1298439471,0.29934227774,942.806734414,186.968605913,2.84225037585,178,423,5.98384302944,1
226,1200x900,800,0,600,400,1001.03832156,382.712278358,6.15473883754,980.806374967,331.526089665,3.27003912323,187,229,0.128446469638,1
227,1200x900,800,0,600,400,1020.99961013,850.704421236,6.03075943738,971.034845008,750.902848964,3.39401852339,196,551,0.252425869798,1
228,1200x900,800,0,600,400,1012.21905213,567.591592685,0.0996719559614,970.427503942,607.354592321,3.04192069763,174,687,6.18351335122,1
229,1200x900,800,0,600,400,1072.1288278,844.230842594,6.16018301103,911.352778234,795.20297201,3.26459494974,117,697,0.123002296152,1
